date,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,Target
2/7/2017 2:20,6.82,65.88,0.088,0.059,0.126,23.14983051
2/7/2017 2:30,7.03,63.11,0.087,0.066,0.111,23.04
2/7/2017 2:40,7.0,62.5,0.086,0.033,0.152,23.00949153
2/7/2017 2:50,6.893,63.31,0.086,0.062,0.13,22.704406780000003
2/7/2017 3:00,6.504,65.61,0.086,0.044,0.145,22.42372881
2/7/2017 3:10,6.387,65.88,0.087,0.055,0.122,22.50305085
2/7/2017 3:20,6.25,66.68,0.086,0.051,0.059,22.24677966
2/7/2017 3:30,6.137,66.81,0.088,0.077,0.104,22.27118644
2/7/2017 3:40,6.251,66.38,0.09,0.062,0.104,22.14915254
2/7/2017 3:50,6.549,64.94,0.085,0.066,0.134,22.130847460000002
2/7/2017 4:00,6.508,64.54,0.09,0.055,0.1,22.338305079999998
2/7/2017 4:10,6.704,63.91,0.084,0.062,0.115,22.295593219999997
2/7/2017 4:20,6.879,63.07,0.084,0.066,0.148,22.41152542
2/7/2017 4:30,6.715,63.47,0.089,0.055,0.104,22.222372879999998
2/7/2017 4:40,6.825,63.54,0.087,0.102,0.108,22.28949153
2/7/2017 4:50,6.978,62.5,0.084,0.106,0.059,22.47254237
2/7/2017 5:00,6.945,62.27,0.086,0.04,0.108,22.417627120000002
2/7/2017 5:10,6.883,62.4,0.086,0.051,0.082,22.66779661
2/7/2017 5:20,6.573,63.64,0.084,0.066,0.1,22.63118644
2/7/2017 5:30,6.432,63.94,0.085,0.037,0.111,22.69220339
2/7/2017 5:40,6.456,63.81,0.087,0.081,0.104,23.55864407
2/7/2017 5:50,6.687,63.47,0.084,0.037,0.111,24.27254237
2/7/2017 6:00,6.822,62.07,0.086,0.051,0.085,24.10779661
2/7/2017 6:10,6.893,62.14,0.088,0.077,0.108,24.07728814
2/7/2017 6:20,7.13,61.37,0.088,0.07,0.089,24.150508470000002
2/7/2017 6:30,7.49,59.9,0.089,0.062,0.104,24.034576270000002
2/7/2017 6:40,7.44,59.2,0.088,0.092,0.085,23.59525424
2/7/2017 6:50,7.37,59.83,0.086,0.066,0.122,22.35661017
2/7/2017 7:00,7.4,59.8,0.089,0.066,0.104,21.60610169
2/7/2017 7:10,6.243,63.37,0.081,0.088,0.093,21.11186441
2/7/2017 7:20,6.29,65.71,0.085,0.044,0.115,20.800677970000002
2/7/2017 7:30,6.442,65.74,0.088,0.066,0.126,20.7640678
2/7/2017 7:40,6.359,66.58,0.088,0.055,0.174,20.971525420000003
2/7/2017 7:50,6.719,66.14,0.085,0.187,0.185,21.20949153
2/7/2017 8:00,7.09,64.81,0.085,1.102,1.042,22.31389831
2/7/2017 8:10,7.09,63.91,0.088,7.15,6.822,22.9179661
2/7/2017 8:20,7.36,63.11,0.09,12.33,11.72,23.21694915
2/7/2017 8:30,7.86,60.8,0.091,47.72,31.69,23.90033898
2/7/2017 8:40,7.8,60.03,0.094,80.9,50.56,24.455593219999997
2/7/2017 8:50,8.35,57.76,0.091,61.15,46.96,25.79186441
2/7/2017 9:00,8.49,55.63,0.095,56.36,43.12,26.34101695
2/7/2017 9:10,8.56,55.36,0.097,51.79,50.69,26.71322034
2/7/2017 9:20,8.33,59.53,0.089,71.2,66.18,27.73830508
2/7/2017 9:30,7.8,61.97,0.086,83.3,69.45,28.067796610000002
2/7/2017 9:40,8.08,62.27,0.086,100.5,84.0,28.62305085
2/7/2017 9:50,8.78,60.33,0.087,128.2,123.5,29.4040678
2/7/2017 10:00,9.14,56.73,0.091,119.3,116.4,29.800677970000002
2/7/2017 10:10,9.48,54.42,0.093,91.3,89.6,30.325423729999997
2/7/2017 10:20,9.7,54.69,0.084,90.5,88.7,30.64271186
2/7/2017 10:30,9.97,54.36,0.087,105.0,102.7,31.28338983
2/7/2017 10:40,10.01,54.89,0.091,169.2,160.5,31.802033899999998
2/7/2017 10:50,10.35,54.42,0.083,182.6,173.3,32.345084750000005
2/7/2017 11:00,10.62,53.36,0.088,200.7,181.8,32.839322030000005
2/7/2017 11:10,11.23,53.12,0.079,431.0,243.6,33.2359322
2/7/2017 11:20,11.8,50.42,0.083,343.5,231.0,33.68745763
2/7/2017 11:30,12.09,47.95,0.088,145.6,144.3,33.62033898
2/7/2017 11:40,11.87,48.55,0.086,116.2,116.2,33.87050847
2/7/2017 11:50,11.62,49.08,0.09,114.1,114.3,34.13898305
2/7/2017 12:00,11.65,50.78,0.09,185.5,182.8,33.98644068
2/7/2017 12:10,11.45,53.56,0.086,146.4,146.6,34.041355929999995
2/7/2017 12:20,11.34,54.12,0.087,141.1,143.5,33.925423730000006
2/7/2017 12:30,11.34,55.16,0.091,80.5,80.6,34.010847459999994
2/7/2017 12:40,11.26,57.93,0.082,96.8,97.2,34.05966102
2/7/2017 12:50,10.95,62.64,0.084,117.8,119.5,34.29152542
2/7/2017 13:00,10.65,65.58,0.086,151.5,152.2,34.40135593
2/7/2017 13:10,10.39,66.61,0.086,178.7,179.7,34.40135593
2/7/2017 13:20,10.29,66.04,0.091,76.6,76.6,34.12677966
2/7/2017 13:30,10.29,65.64,0.078,91.5,92.3,34.102372880000004
2/7/2017 13:40,10.51,65.84,0.077,189.7,178.9,33.77288136
2/7/2017 13:50,10.73,65.84,0.079,197.6,197.6,33.41898305
2/7/2017 14:00,10.58,64.97,0.077,108.0,107.8,33.17491525
2/7/2017 14:10,10.79,65.64,0.092,111.0,111.6,33.681355929999995
2/7/2017 14:20,10.61,68.28,0.086,68.44,69.62,33.7179661
2/7/2017 14:30,10.12,70.3,0.086,81.3,81.6,33.78508475
2/7/2017 14:40,10.08,71.6,0.086,120.7,120.5,33.50440678
2/7/2017 14:50,10.02,72.4,0.086,84.0,84.2,33.51661017
2/7/2017 15:00,9.86,74.4,0.089,86.0,86.4,33.351864410000005
2/7/2017 15:10,9.81,76.8,0.084,90.2,89.3,33.12
2/7/2017 15:20,9.81,78.0,0.083,188.0,180.9,33.26033898
2/7/2017 15:30,9.96,79.2,0.081,184.9,180.0,32.63186441
2/7/2017 15:40,10.13,79.8,0.088,172.9,171.9,32.308474579999995
2/7/2017 15:50,10.28,80.3,0.077,239.5,235.4,32.32067797
2/7/2017 16:00,10.43,80.6,0.077,245.2,244.4,31.94237288
2/7/2017 16:10,10.44,80.8,0.074,180.1,180.3,31.521355930000002
2/7/2017 16:20,10.43,80.3,0.071,119.7,115.2,31.40542373
2/7/2017 16:30,10.16,79.8,0.073,82.1,77.1,31.4420339
2/7/2017 16:40,10.36,77.6,0.083,17.88,17.22,31.64338983
2/7/2017 16:50,10.39,76.0,0.087,14.53,14.73,31.28949153
2/7/2017 17:00,10.25,75.6,0.085,24.22,24.5,31.094237290000002
2/7/2017 17:10,10.12,75.7,0.078,24.15,23.37,31.533559320000002
2/7/2017 17:20,10.08,75.5,0.078,47.49,45.8,31.78372881
2/7/2017 17:30,10.18,74.8,0.078,73.0,71.2,32.698983049999995
2/7/2017 17:40,10.19,74.8,0.075,75.2,71.9,34.02305085
2/7/2017 17:50,9.96,73.9,0.079,48.87,47.87,35.84135593
2/7/2017 18:00,9.89,73.2,0.077,34.21,34.6,38.66644068
2/7/2017 18:10,9.73,73.5,0.08,24.54,24.19,40.899661019999996
2/7/2017 18:20,9.61,74.0,0.077,16.08,15.4,41.75389831
2/7/2017 18:30,9.66,74.5,0.07,10.61,10.57,41.8820339
2/7/2017 18:40,9.68,75.0,0.073,5.913,5.847,41.95525424
2/7/2017 18:50,9.67,75.3,0.079,1.959,1.974,41.8820339
2/7/2017 19:00,9.54,76.9,0.081,0.516,0.549,41.69288136
2/7/2017 19:10,9.22,78.5,0.08,0.088,0.185,41.59525424
2/7/2017 19:20,9.15,79.5,0.085,0.044,0.156,41.8820339
2/7/2017 19:30,9.09,80.6,0.083,0.073,0.156,41.61355932
2/7/2017 19:40,9.07,81.4,0.084,0.037,0.093,41.18033898
2/7/2017 19:50,9.02,82.8,0.076,0.011,0.204,41.55864407
2/7/2017 20:00,8.84,83.8,0.076,0.066,0.141,41.25355932
2/7/2017 20:10,8.69,84.4,0.073,0.029,0.174,41.22915254
2/7/2017 20:20,8.66,84.9,0.077,0.062,0.126,41.53423729
2/7/2017 20:30,8.55,85.3,0.073,0.055,0.137,41.448813560000005
2/7/2017 20:40,8.49,85.9,0.076,0.059,0.152,41.25355932
2/7/2017 20:50,8.59,86.0,0.074,0.066,0.163,41.284067799999995
2/7/2017 21:00,8.56,86.1,0.077,0.059,0.145,41.11322034
2/7/2017 21:10,8.48,86.7,0.081,0.066,0.126,40.4359322
2/7/2017 21:20,8.62,86.9,0.089,0.055,0.13,40.39322034
2/7/2017 21:30,8.74,86.9,0.083,0.062,0.178,40.06372881
2/7/2017 21:40,8.67,87.2,0.082,0.037,0.145,39.69762712
2/7/2017 21:50,8.64,87.7,0.083,0.044,0.178,39.02033898
2/7/2017 22:00,8.7,87.9,0.086,0.073,0.156,38.648135589999995
2/7/2017 22:10,8.66,88.1,0.083,0.066,0.171,38.31254237
2/7/2017 22:20,8.63,88.4,0.086,0.081,0.152,37.86101695
2/7/2017 22:30,8.71,88.5,0.083,0.07,0.156,37.12271186
2/7/2017 22:40,8.63,88.4,0.085,0.066,0.189,36.46372881
2/7/2017 22:50,8.56,88.6,0.084,0.059,0.174,35.591186439999994
2/7/2017 23:00,8.51,88.8,0.073,0.066,0.163,34.688135589999995
2/7/2017 23:10,8.31,88.8,0.075,0.055,0.167,34.30983051
2/7/2017 23:20,8.25,88.9,0.072,0.059,0.148,33.455593220000004
2/7/2017 23:30,8.16,89.1,0.072,0.062,0.152,32.88813559
2/7/2017 23:40,8.11,89.2,0.072,0.04,0.197,31.69220339
2/7/2017 23:50,8.05,89.3,0.072,0.066,0.148,30.37423729
2/8/2017 0:00,7.87,89.5,0.074,0.044,0.167,29.70305085
2/8/2017 0:10,7.76,89.8,0.075,0.059,0.193,28.94644068
2/8/2017 0:20,7.74,89.9,0.075,0.077,0.126,28.171525420000002
2/8/2017 0:30,7.57,89.9,0.072,0.059,0.141,27.56135593
2/8/2017 0:40,7.39,90.0,0.073,0.088,0.104,27.04271186
2/8/2017 0:50,7.1,90.2,0.074,0.051,0.171,26.37152542
2/8/2017 1:00,6.922,90.5,0.075,0.059,0.16,25.82237288
2/8/2017 1:10,7.05,90.6,0.076,0.048,0.167,25.48677966
2/8/2017 1:20,7.16,90.6,0.075,0.033,0.178,25.035254239999997
2/8/2017 1:30,7.04,90.2,0.073,0.077,0.163,24.40067797
2/8/2017 1:40,6.924,90.2,0.073,0.073,0.141,24.13830508
2/8/2017 1:50,6.811,90.2,0.075,0.048,0.178,23.77830508
2/8/2017 2:00,6.867,90.3,0.074,0.044,0.156,23.69898305
2/8/2017 2:10,6.934,90.3,0.074,0.081,0.141,23.58915254
2/8/2017 2:20,6.936,90.1,0.072,0.048,0.141,23.24745763
2/8/2017 2:30,6.835,90.0,0.072,0.084,0.178,22.91186441
2/8/2017 2:40,6.742,89.8,0.073,0.026,0.193,22.856949150000002
2/8/2017 2:50,6.644,90.0,0.073,0.07,0.111,22.856949150000002
2/8/2017 3:00,6.684,89.9,0.072,0.062,0.141,22.69220339
2/8/2017 3:10,6.706,89.8,0.071,0.07,0.119,22.33220339
2/8/2017 3:20,6.841,89.7,0.072,0.048,0.137,22.17355932
2/8/2017 3:30,6.914,89.5,0.073,0.07,0.141,22.10644068
2/8/2017 3:40,6.995,89.6,0.072,0.055,0.171,22.08813559
2/8/2017 3:50,6.986,89.3,0.071,0.055,0.174,22.10644068
2/8/2017 4:00,7.15,89.4,0.071,0.044,0.197,22.228474579999997
2/8/2017 4:10,7.29,89.2,0.074,0.073,0.145,22.17966102
2/8/2017 4:20,7.35,89.1,0.073,0.077,0.16,22.17966102
2/8/2017 4:30,7.38,89.2,0.072,0.066,0.122,21.91728814
2/8/2017 4:40,7.34,89.1,0.073,0.059,0.145,22.05762712
2/8/2017 4:50,7.32,89.4,0.072,0.044,0.137,22.0820339
2/8/2017 5:00,7.35,89.3,0.073,0.066,0.145,22.24677966
2/8/2017 5:10,7.41,89.6,0.072,0.029,0.197,22.17966102
2/8/2017 5:20,7.25,89.9,0.074,0.088,0.126,22.704406780000003
2/8/2017 5:30,7.38,90.1,0.074,0.095,0.141,22.85084746
2/8/2017 5:40,7.49,90.0,0.074,0.084,0.115,23.71728814
2/8/2017 5:50,7.44,90.2,0.073,0.059,0.186,24.38237288
2/8/2017 6:00,7.42,90.1,0.073,0.073,0.148,23.93694915
2/8/2017 6:10,7.46,90.3,0.073,0.062,0.152,23.93694915
2/8/2017 6:20,6.957,90.2,0.087,0.044,0.145,24.132203389999997
2/8/2017 6:30,6.097,90.2,0.084,0.073,0.141,23.84542373
2/8/2017 6:40,5.804,90.5,0.085,0.055,0.156,23.2840678
2/8/2017 6:50,5.795,90.7,0.083,0.048,0.152,22.49084746
2/8/2017 7:00,5.843,90.7,0.082,0.062,0.174,21.50237288
2/8/2017 7:10,5.731,90.6,0.082,0.059,0.16,20.7640678
2/8/2017 7:20,5.669,90.6,0.079,0.051,0.13,20.79457627
2/8/2017 7:30,5.532,90.4,0.082,0.077,0.134,21.08135593
2/8/2017 7:40,5.392,90.5,0.079,0.059,0.13,21.25830508
2/8/2017 7:50,5.506,90.6,0.081,0.117,0.174,21.837966100000003
2/8/2017 8:00,5.512,90.5,0.075,0.41,0.486,22.777627120000002
2/8/2017 8:10,5.352,90.5,1.026,1.633,1.681,23.52813559
2/8/2017 8:20,5.381,90.5,4.918,4.119,4.103,23.96135593
2/8/2017 8:30,5.44,90.5,4.921,12.52,12.38,24.08338983
2/8/2017 8:40,5.509,90.5,4.921,24.37,24.09,24.69966102
2/8/2017 8:50,5.562,90.4,4.92,31.99,31.88,25.358644069999997
2/8/2017 9:00,5.684,90.4,4.919,28.1,28.22,26.01152542
2/8/2017 9:10,5.798,90.3,4.919,40.17,40.08,26.57288136
2/8/2017 9:20,5.801,90.2,4.922,63.61,63.18,27.43322034
2/8/2017 9:30,5.915,90.3,4.927,65.16,63.29,28.36067797
2/8/2017 9:40,6.107,90.3,4.923,98.4,94.3,29.15389831
2/8/2017 9:50,6.232,90.2,4.921,139.2,95.7,29.84338983
2/8/2017 10:00,6.359,90.3,4.925,169.1,95.4,29.73966102
2/8/2017 10:10,6.354,89.8,4.921,186.9,113.1,30.032542369999998
2/8/2017 10:20,6.659,90.0,4.919,363.3,87.5,30.648813559999997
2/8/2017 10:30,7.04,89.1,4.916,369.8,129.5,30.98440678
2/8/2017 10:40,7.6,88.6,4.918,277.1,180.3,30.47186441
2/8/2017 10:50,7.66,87.8,4.916,173.5,172.5,31.27118644
2/8/2017 11:00,8.03,88.4,4.92,312.3,254.8,31.75932203
2/8/2017 11:10,8.88,87.8,4.917,459.9,247.5,32.46711864
2/8/2017 11:20,9.39,87.0,4.92,231.9,214.9,32.753898310000004
2/8/2017 11:30,9.86,86.7,4.921,349.7,228.6,33.14440678
2/8/2017 11:40,10.51,87.0,4.92,577.6,323.9,33.742372880000005
2/8/2017 11:50,10.81,85.7,4.918,256.6,193.3,33.98644068
2/8/2017 12:00,10.35,83.3,4.913,127.1,129.5,33.50440678
2/8/2017 12:10,10.09,83.5,4.918,127.4,130.2,33.67525424
2/8/2017 12:20,10.16,81.8,4.918,157.3,159.4,33.65694915
2/8/2017 12:30,10.25,79.3,4.917,191.7,196.2,33.79728814
2/8/2017 12:40,10.51,77.2,4.919,158.5,161.4,33.98644068
2/8/2017 12:50,10.65,76.7,4.918,164.0,166.3,34.04745763
2/8/2017 13:00,10.8,76.3,4.915,170.2,170.2,33.73627119
2/8/2017 13:10,11.01,75.7,4.92,171.7,173.7,33.87661017
2/8/2017 13:20,10.98,75.1,4.921,219.1,215.8,34.16338983
2/8/2017 13:30,11.06,74.8,4.92,411.6,246.6,34.18169492
2/8/2017 13:40,11.0,73.9,4.919,397.9,323.7,33.82169492
2/8/2017 13:50,10.89,74.4,4.92,320.2,303.2,33.925423730000006
2/8/2017 14:00,10.48,76.2,4.917,241.0,243.1,33.58983051
2/8/2017 14:10,10.5,76.5,4.916,251.6,246.8,33.20542373
2/8/2017 14:20,10.84,75.8,4.92,172.4,167.3,32.85762712
2/8/2017 14:30,11.17,75.1,4.916,275.1,279.2,32.61966102
2/8/2017 14:40,11.18,75.5,4.918,187.4,191.0,32.76
2/8/2017 14:50,11.07,75.7,4.915,179.4,176.1,32.55254237
2/8/2017 15:00,11.03,75.4,4.914,213.0,138.6,32.6379661
2/8/2017 15:10,11.29,75.6,4.914,186.6,167.2,32.85152542
2/8/2017 15:20,11.33,75.1,4.915,189.6,185.6,32.67457627
2/8/2017 15:30,11.57,74.3,4.914,172.1,159.0,32.1559322
2/8/2017 15:40,11.81,73.2,4.912,167.2,153.8,32.235254239999996
2/8/2017 15:50,11.91,73.0,4.916,152.4,148.6,32.19254237
2/8/2017 16:00,11.46,72.6,4.919,69.73,69.11,32.00338983
2/8/2017 16:10,11.2,74.9,4.915,45.87,45.43,31.808135590000003
2/8/2017 16:20,11.29,74.6,4.915,70.4,71.2,31.625084750000003
2/8/2017 16:30,11.72,73.3,4.916,88.4,89.0,31.53966102
2/8/2017 16:40,12.0,67.85,4.917,122.0,124.7,31.57627119
2/8/2017 16:50,12.11,65.68,4.919,93.6,94.3,31.454237290000002
2/8/2017 17:00,12.17,65.51,4.923,89.9,90.8,31.808135590000003
2/8/2017 17:10,12.27,67.71,4.919,123.7,126.5,31.63118644
2/8/2017 17:20,12.29,65.58,4.913,202.0,214.7,31.838644069999997
2/8/2017 17:30,12.31,64.71,4.916,149.8,154.5,32.10711864
2/8/2017 17:40,12.24,67.11,4.913,147.8,153.4,32.92474576
2/8/2017 17:50,11.91,70.3,4.913,107.4,111.3,34.27932203
2/8/2017 18:00,11.43,75.2,4.918,22.4,22.27,37.18983051
2/8/2017 18:10,10.79,79.0,4.916,19.17,18.85,39.96610169
2/8/2017 18:20,10.35,81.5,4.919,25.91,25.01,41.48542373
2/8/2017 18:30,10.06,83.4,4.918,22.23,22.43,42.17491525
2/8/2017 18:40,9.85,84.9,4.923,15.06,15.22,42.48
2/8/2017 18:50,9.79,85.6,4.919,4.855,4.927,42.095593220000005
2/8/2017 19:00,9.69,86.1,4.917,0.769,0.842,41.91864407
2/8/2017 19:10,9.64,86.0,4.917,0.275,0.356,41.74169492
2/8/2017 19:20,9.64,86.0,4.917,0.066,0.163,41.8820339
2/8/2017 19:30,9.52,86.2,4.92,0.04,0.185,41.32677966
2/8/2017 19:40,9.4,86.1,4.92,0.077,0.174,41.46711864
2/8/2017 19:50,9.41,85.9,4.918,0.055,0.178,41.57694915
2/8/2017 20:00,9.45,85.5,4.915,0.055,0.189,41.16813559
2/8/2017 20:10,9.53,85.0,4.916,0.081,0.141,41.85152542
2/8/2017 20:20,9.45,84.5,4.918,0.055,0.171,42.168813560000004
2/8/2017 20:30,9.32,85.6,4.92,0.062,0.182,41.91864407
2/8/2017 20:40,9.25,86.3,4.918,0.062,0.148,41.766101690000006
2/8/2017 20:50,9.23,86.6,4.918,0.062,0.152,41.65627119
2/8/2017 21:00,9.5,86.3,4.912,0.07,0.163,41.479322030000006
2/8/2017 21:10,9.39,86.9,4.916,0.073,0.16,41.01559322
2/8/2017 21:20,9.22,87.9,4.92,0.048,0.189,40.86915254
2/8/2017 21:30,9.12,88.7,4.915,0.081,0.134,40.10644068
2/8/2017 21:40,9.17,89.0,4.919,0.055,0.156,39.76474576
2/8/2017 21:50,9.25,89.2,4.922,0.07,0.16,39.34372881
2/8/2017 22:00,9.37,89.2,4.918,0.07,0.185,38.58101695
2/8/2017 22:10,9.4,89.1,4.916,0.048,0.226,38.01355932
2/8/2017 22:20,9.46,89.0,4.924,0.059,0.148,37.58033898
2/8/2017 22:30,9.54,88.6,4.916,0.062,0.171,36.86644068
2/8/2017 22:40,10.23,88.2,4.92,0.048,0.141,36.36
2/8/2017 22:50,11.24,79.7,4.922,0.062,0.189,35.64610169
2/8/2017 23:00,11.55,72.2,4.915,0.055,0.145,34.45016949
2/8/2017 23:10,11.74,70.4,4.915,0.051,0.182,33.66305085
2/8/2017 23:20,11.83,69.85,4.92,0.059,0.115,32.8759322
2/8/2017 23:30,11.9,69.48,4.92,0.066,0.104,32.07661017
2/8/2017 23:40,11.89,68.65,4.922,0.059,0.152,31.50915254
2/8/2017 23:50,11.88,68.88,4.922,0.066,0.145,30.82576271
2/9/2017 0:00,11.99,67.65,4.913,0.048,0.148,30.002033899999997
2/9/2017 0:10,11.94,68.25,4.919,0.029,0.178,29.34915254
2/9/2017 0:20,11.96,68.08,4.918,0.044,0.126,28.403389830000002
2/9/2017 0:30,11.91,68.11,4.922,0.048,0.104,27.98847458
2/9/2017 0:40,11.98,68.08,4.919,0.062,0.137,27.33559322
2/9/2017 0:50,11.98,68.28,4.922,0.07,0.137,26.43864407
2/9/2017 1:00,12.03,67.75,4.912,0.048,0.134,25.968813559999997
2/9/2017 1:10,12.1,67.98,4.916,0.051,0.137,25.608813559999998
2/9/2017 1:20,12.02,68.21,4.921,0.077,0.174,25.102372879999997
2/9/2017 1:30,11.88,68.18,4.919,0.048,0.145,24.77288136
2/9/2017 1:40,11.95,66.94,4.919,0.029,0.163,24.290847460000002
2/9/2017 1:50,11.89,67.81,4.919,0.055,0.122,23.97355932
2/9/2017 2:00,11.78,67.88,4.921,0.059,0.134,23.57084746
2/9/2017 2:10,11.64,67.25,4.918,0.051,0.13,23.515932199999998
2/9/2017 2:20,11.66,66.14,4.92,0.055,0.13,23.30847458
2/9/2017 2:30,11.52,66.38,4.917,0.081,0.137,22.97288136
2/9/2017 2:40,11.53,66.51,4.923,0.051,0.13,22.88135593
2/9/2017 2:50,11.43,66.61,4.92,0.037,0.141,22.69220339
2/9/2017 3:00,11.36,66.28,4.917,0.103,0.082,22.582372879999998
2/9/2017 3:10,11.37,66.04,4.914,0.051,0.108,22.68610169
2/9/2017 3:20,11.3,66.21,4.918,0.073,0.148,22.30779661
2/9/2017 3:30,11.35,66.04,4.917,0.037,0.122,22.02711864
2/9/2017 3:40,11.44,65.58,4.915,0.055,0.104,21.99050847
2/9/2017 3:50,11.38,65.88,4.915,0.033,0.078,22.02101695
2/9/2017 4:00,11.27,66.04,4.916,0.051,0.13,22.27728814
2/9/2017 4:10,11.28,66.24,4.918,0.059,0.145,22.545762709999998
2/9/2017 4:20,11.31,66.18,4.917,0.059,0.111,22.82033898
2/9/2017 4:30,11.18,67.45,4.914,0.04,0.126,22.734915249999997
2/9/2017 4:40,10.99,68.21,4.917,0.066,0.096,22.91186441
2/9/2017 4:50,11.23,66.84,4.919,0.055,0.126,22.94847458
2/9/2017 5:00,11.34,65.01,4.92,0.062,0.104,22.63728814
2/9/2017 5:10,11.39,64.77,4.919,0.084,0.115,22.417627120000002
2/9/2017 5:20,11.3,64.77,4.917,0.062,0.111,22.85084746
2/9/2017 5:30,11.19,65.81,4.92,0.07,0.137,23.04610169
2/9/2017 5:40,11.16,65.88,4.917,0.048,0.137,24.174915249999998
2/9/2017 5:50,11.22,65.78,4.914,0.048,0.145,25.035254239999997
2/9/2017 6:00,11.23,66.38,4.92,0.088,0.119,24.455593219999997
2/9/2017 6:10,11.26,66.48,4.918,0.07,0.137,24.14440678
2/9/2017 6:20,11.33,66.61,4.921,0.07,0.108,24.06508475
2/9/2017 6:30,11.43,65.81,4.915,0.048,0.145,23.33898305
2/9/2017 6:40,11.35,66.51,4.915,0.073,0.108,23.04
2/9/2017 6:50,11.29,66.81,4.914,0.051,0.122,21.77694915
2/9/2017 7:00,11.4,66.24,4.924,0.066,0.126,20.94101695
2/9/2017 7:10,11.41,65.88,4.918,0.077,0.074,20.581016950000002
2/9/2017 7:20,11.39,65.58,4.916,0.059,0.111,20.7640678
2/9/2017 7:30,11.31,65.51,4.918,0.051,0.156,20.849491529999998
2/9/2017 7:40,10.84,68.48,4.917,0.073,0.126,21.331525420000002
2/9/2017 7:50,10.95,68.48,4.921,0.234,0.163,21.64271186
2/9/2017 8:00,10.98,67.58,4.921,1.194,1.213,22.14915254
2/9/2017 8:10,10.6,70.4,4.92,4.434,4.311,22.46033898
2/9/2017 8:20,10.03,72.0,4.919,13.33,12.71,23.491525420000002
2/9/2017 8:30,9.94,72.5,4.915,21.82,20.44,24.34576271
2/9/2017 8:40,10.16,71.9,4.916,56.38,47.85,24.675254239999997
2/9/2017 8:50,10.83,70.5,4.919,90.2,63.47,25.04135593
2/9/2017 9:00,11.09,68.68,4.923,116.3,60.78,25.651525420000002
2/9/2017 9:10,11.24,68.98,4.917,147.4,58.4,26.450847460000002
2/9/2017 9:20,11.71,67.91,4.917,172.9,57.14,26.798644069999998
2/9/2017 9:30,12.12,65.51,4.923,212.8,59.13,27.56745763
2/9/2017 9:40,12.45,64.37,4.921,245.1,62.04,28.49491525
2/9/2017 9:50,12.7,63.74,4.922,277.2,64.78,28.94033898
2/9/2017 10:00,12.84,62.14,4.916,275.8,66.39,28.95864407
2/9/2017 10:10,12.99,61.67,4.916,281.3,67.61,29.178305079999998
2/9/2017 10:20,13.12,60.17,4.916,304.7,67.81,30.52067797
2/9/2017 10:30,13.22,58.8,4.912,324.4,67.83,31.03932203
2/9/2017 10:40,13.38,58.63,4.916,376.1,70.1,31.301694920000003
2/9/2017 10:50,13.53,58.06,4.914,412.6,70.8,31.57627119
2/9/2017 11:00,13.69,57.6,4.916,448.9,72.2,31.59457627
2/9/2017 11:10,13.95,57.66,4.918,458.6,75.5,32.10101695
2/9/2017 11:20,14.08,58.76,4.917,491.1,85.1,32.5220339
2/9/2017 11:30,14.16,58.9,4.915,499.7,77.0,32.936949150000004
2/9/2017 11:40,14.23,57.6,4.912,521.1,83.0,33.07118644
2/9/2017 11:50,14.24,57.83,4.917,512.4,87.7,33.48
2/9/2017 12:00,14.22,57.06,4.916,560.1,69.31,33.69966102
2/9/2017 12:10,14.47,54.29,4.912,567.1,65.32,33.711864410000004
2/9/2017 12:20,14.6,53.62,4.917,579.0,64.13,33.88881356
2/9/2017 12:30,14.55,52.85,4.917,554.6,66.85,33.937627119999995
2/9/2017 12:40,14.53,53.56,4.917,592.6,68.85,33.77288136
2/9/2017 12:50,14.73,53.29,4.918,598.2,72.3,33.76677966
2/9/2017 13:00,14.8,54.16,4.918,593.1,76.5,33.44338983
2/9/2017 13:10,14.61,54.82,4.917,520.9,83.5,33.44338983
2/9/2017 13:20,14.58,56.09,4.921,527.0,85.8,33.42508475
2/9/2017 13:30,14.56,56.09,4.915,519.3,90.4,33.449491529999996
2/9/2017 13:40,14.45,56.59,4.916,401.9,108.6,33.57152542
2/9/2017 13:50,14.54,57.76,4.918,431.1,123.2,33.43728814
2/9/2017 14:00,14.19,57.53,4.915,249.6,114.6,33.51050847
2/9/2017 14:10,14.58,57.16,4.916,504.1,113.0,33.43728814
2/9/2017 14:20,14.69,56.09,4.918,586.6,148.5,33.43728814
2/9/2017 14:30,14.76,56.39,4.919,427.0,126.0,33.382372880000005
2/9/2017 14:40,14.6,56.93,4.916,423.1,137.7,33.18101695
2/9/2017 14:50,14.33,57.73,4.927,226.1,116.6,33.01627119
2/9/2017 15:00,14.24,58.56,4.917,504.8,112.3,32.92474576
2/9/2017 15:10,14.59,57.7,4.919,515.8,110.3,32.961355929999996
2/9/2017 15:20,14.56,56.99,4.916,507.4,120.8,32.92474576
2/9/2017 15:30,14.76,56.09,4.916,602.4,255.1,32.49152542
2/9/2017 15:40,14.6,63.97,4.92,192.2,124.8,32.42440678
2/9/2017 15:50,13.61,67.11,4.919,58.05,57.7,32.26576271
2/9/2017 16:00,13.26,67.68,4.922,40.5,40.32,32.42440678
2/9/2017 16:10,13.22,67.11,4.918,44.61,44.27,32.19254237
